TUs	TU_Genes	Gene_Names
yciCB	yciC // yciB	yciC // yciB
yjjZ	yjjZ	yjjZ
alaA	alaA	alaA
dsdXA	dsdX // dsdA	dsdX // dsdA
eptB	eptB	eptB
putP	putP	putP
cyaA	cyaA	cyaA
yfeYX	yfeX // yfeY	yfeX // yfeY
sugE	gdx	gdx
gcvR	gcvR	gcvR
dsbB	dsbB	dsbB
yjfY	yjfY	yjfY
yfaA // yfaT // yfaS // yfaQ // yfaP	yfaA // yfaT // yfaS // yfaQ // yfaP	yfaA // yfaT // yfaS // yfaQ // yfaP
melAB	melA // melB	melA // melB
dtpB	dtpB	dtpB
alaWX	alaX // alaW	alaX // alaW
gspAB	gspB // gspA	gspB // gspA
infC-rpmI-rplT	rplT // rpmI // infC	rplT // rpmI // infC
rrsC-gltU-rrlC-rrfC	rrfC // rrlC // gltU // rrsC	rrfC // rrlC // gltU // rrsC
gltX	gltX	gltX
iraM	iraM	iraM
yidL	yidL	yidL
yeiP	yeiP	yeiP
betIBA	betA // betB // betI	betA // betB // betI
insB6 // insA6 // insAB6 // yrhA // yhhZ	insB6 // insA6 // insAB6 // yrhA // yhhZ	insB6 // insA6 // insAB6 // yrhA // yhhZ
asnU	asnU	asnU
clpS	clpS	clpS
emrKY	emrY // emrK	emrY // emrK
pyrH	pyrH	pyrH
entS	entS	entS
ldtC	ldtC	ldtC
yhgE	yhgE	yhgE
yohO	yohO	yohO
araFGH	araH // araG // araF	araH // araG // araF
tsgA	tsgA	tsgA
ptsHI-crr	ptsH // ptsI // crr	ptsH // ptsI // crr
cdsA	cdsA	cdsA
topA	topA	topA
narWV	narV // narW	narV // narW
gadEF-mdtEF	gadF // mdtF // mdtE // gadE	gadF // mdtF // mdtE // gadE
ymdA	ymdA	ymdA
ybeT	ybeT	ybeT
thiMD	thiM // thiD	thiM // thiD
purEK	purK // purE	purK // purE
yhdP	yhdP	yhdP
ppiA	ppiA	ppiA
holC	holC	holC
rimK-ybjN	ybjN // rimK	ybjN // rimK
yraP	yraP	yraP
aes	aes	aes
gfcE // etp // etk	gfcE // etp // etk	gfcE // etp // etk
yagJ	yagJ	yagJ
wzzB	wzzB	wzzB
sulA	sulA	sulA
murA	murA	murA
nuoABCEFGHIJKLMN	nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoC // nuoB // nuoA	nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoC // nuoB // nuoA
yeiL	yeiL	yeiL
cusRS	cusS // cusR	cusS // cusR
gnd	gnd	gnd
ycbJ	ycbJ	ycbJ
torT	torT	torT
ldtA	ldtA	ldtA
ompF	ompF	ompF
yhaC // yhaB	yhaC // yhaB	yhaC // yhaB
uspA	uspA	uspA
ftnB	ftnB	ftnB
nanATEK-yhcH	yhcH // nanK // nanE // nanT // nanA	yhcH // nanK // nanE // nanT // nanA
idnR	idnR	idnR
ybjQ-amiD	amiD // ybjQ	amiD // ybjQ
slyX	slyX	slyX
dgcQ	dgcQ	dgcQ
katG	katG	katG
higBA	higB // higA	higB // higA
rlmE-ftsH	ftsH // rlmE	ftsH // rlmE
tig	tig	tig
gpmA	gpmA	gpmA
lacZYA	lacA // lacY // lacZ	lacA // lacY // lacZ
ybiO	ybiO	ybiO
rdgC	rdgC	rdgC
cmoB // cmoA // yecN	cmoB // cmoA // yecN	cmoB // cmoA // yecN
deoCABD	deoC // deoA // deoB // deoD	deoC // deoA // deoB // deoD
ygiN	ygiN	ygiN
treR	treR	treR
yggG	loiP	loiP
greA	greA	greA
alsRBACE	alsE // alsC // alsA // alsB // alsR	alsE // alsC // alsA // alsB // alsR
modE // modF	modE // modF	modE // modF
dosCP	dosP // dosC	dosP // dosC
yebT // yebS	yebT // yebS	yebT // yebS
alkA	alkA	alkA
yghW	yghW	yghW
pflB	pflB	pflB
yjjV // yjjU	yjjV // yjjU	yjjV // yjjU
iraD	idlP // ytiD // ytiC // iraD	idlP // ytiD // ytiC // iraD
rpoE-rseABC	rseC // rseB // rseA // rpoE	rseC // rseB // rseA // rpoE
bcsQ	bcsQ	bcsQ
ybfP	ybfP	ybfP
dmlR	dmlR	dmlR
aslB	aslB	aslB
sspAB	sspB // sspA	sspB // sspA
tktA	tktA	tktA
yjiH // yjiG // iadA	yjiH // yjiG // iadA	yjiH // yjiG // iadA
gadE	gadF // gadE	gadF // gadE
accA	accA	accA
frlABCDR	frlR // frlD // frlC // frlB // frlA	frlR // frlD // frlC // frlB // frlA
lipB	lipB	lipB
sppA terminator // sppA	sppA	sppA
intD	intD	intD
rpoZ-spoT-trmH-recG	rpoZ // spoT // trmH // recG	rpoZ // spoT // trmH // recG
ygfT // ygfS	ygfT // ygfS	ygfT // ygfS
mdtEF	mdtF // mdtE	mdtF // mdtE
galE	galE	galE
yegS	yegS	yegS
insL2	insL2	insL2
ydiO // ydiF	ydiO // ydiF	ydiO // ydiF
mrr	mrr	mrr
proBA	proB // proA	proB // proA
insC4 // insD4 // insCD4 // ygeO // ygeN	insC4 // insD4 // insCD4 // ygeO // ygeN	insC4 // insD4 // insCD4 // ygeO // ygeN
ytfP // tamB // tamA	ytfP // tamB // tamA	ytfP // tamB // tamA
artPIQM	artM // artQ // artI // artP	artM // artQ // artI // artP
tynA	tynA	tynA
insF3 // insE3 // insEF3	insF3 // insE3 // insEF3	insF3 // insE3 // insEF3
symE	symE	symE
ydhL	ydhL	ydhL
gsk	gsk	gsk
ygdR	ygdR	ygdR
yjeO // yjeN	yjeO // yjeN	yjeO // yjeN
eno	eno	eno
agrA	agrA	agrA
fsr	fsr	fsr
pfkB	pfkB	pfkB
ynfM	ynfM	ynfM
dcp	dcp	dcp
ygcW	ygcW	ygcW
kdpDE	kdpE // kdpD	kdpE // kdpD
yjdP	yjdP	yjdP
yajC-secDF	secF // secD // yajC	secF // secD // yajC
flu	flu	flu
yfeCD	yfeD // yfeC	yfeD // yfeC
cof	cof	cof
gatR_2	gatR	gatR
hokD	hokD	hokD
omrA	omrA	omrA
yqaB // yqaA	yqaB // yqaA	yqaB // yqaA
fliFGHIJK	fliF // fliG // fliH // fliI // fliJ // fliK	fliF // fliG // fliH // fliI // fliJ // fliK
yjbI	yjbI	yjbI
xapR	xapR	xapR
tig	tig	tig
rsmG	rsmG	rsmG
ppnP	ppnP	ppnP
slyB	slyB	slyB
mgtS	mgtS	mgtS
ygbI	ygbI	ygbI
yfjV	yfjV	yfjV
def-fmt	def // fmt	def // fmt
ptsA // fsaB // gldA	ptsA // fsaB // gldA	ptsA // fsaB // gldA
hyfABCDEFGHIJR-focB	focB // hyfR // hyfJ // hyfI // hyfH // hyfG // hyfF // hyfE // hyfD // hyfC // hyfB // hyfA	focB // hyfR // hyfJ // hyfI // hyfH // hyfG // hyfF // hyfE // hyfD // hyfC // hyfB // hyfA
miaA-hfq-hflXKC	hflC // hflK // hflX // hfq // miaA	hflC // hflK // hflX // hfq // miaA
csrA	csrA	csrA
yahL	yahL	yahL
allS	allS	allS
ydeM	ydeM	ydeM
nudI	nudI	nudI
yfiR-dgcN-yfiB	yfiB // dgcN // yfiR	yfiB // dgcN // yfiR
ascG	ascG	ascG
yihXY-dtd-fabY	fabY // dtd // yihY // yihX	fabY // dtd // yihY // yihX
yiaKLMNO-lyx-sgbHUE	yiaM // sgbE // sgbU // sgbH // lyxK // yiaO // yiaN // yiaL // yiaK	yiaM // sgbE // sgbU // sgbH // lyxK // yiaO // yiaN // yiaL // yiaK
menD-yfbB-menBCE	menE // menC // menB // menH // menD	menE // menC // menB // menH // menD
rseP	rseP	rseP
ecpR	ecpR	ecpR
smf	smf	smf
yncG	yncG	yncG
yeaP	dgcP	dgcP
hcaT	hcaT	hcaT
argE	argE	argE
tatD	tatD	tatD
ilvEDA	ilvA // ilvD // ilvE	ilvA // ilvD // ilvE
tufA	tufA	tufA
rfaDFCL	waaL // waaC // waaF // rfaD	waaL // waaC // waaF // rfaD
mmuM // mmuP	mmuM // mmuP	mmuM // mmuP
uvrD	uvrD	uvrD
ydcJ	ydcJ	ydcJ
ydaM	dgcM	dgcM
ypfH	ypfH	ypfH
zwf	zwf	zwf
gpp	gpp	gpp
pdxJ-acpS	acpS // pdxJ	acpS // pdxJ
pdxY	pdxY	pdxY
bhsA	bhsA	bhsA
ldtF	ldtF	ldtF
ilvIH	ilvH // ilvI	ilvH // ilvI
ydbL // ynbE // ydbH	ydbL // ynbE // ydbH	ydbL // ynbE // ydbH
yccU	yccU	yccU
ypeA // yfeZ	ypeA // yfeZ	ypeA // yfeZ
mtlADR	mtlA // mtlD // mtlR	mtlA // mtlD // mtlR
yihG	yihG	yihG
yiaJ	plaR	plaR
ycjXF-tyrR	tyrR // ycjF // ycjX	tyrR // ycjF // ycjX
sra	sra	sra
yaeR	yaeR	yaeR
umpH	umpH	umpH
recE // recT // ralR // rcbA // xisR // intR	recE // recT // ralR // rcbA // xisR // intR	recE // recT // ralR // rcbA // xisR // intR
ysgA	ysgA	ysgA
yfdV	yfdV	yfdV
ompR-envZ	envZ // ompR	envZ // ompR
gmk	gmk	gmk
metY	metY	metY
wzbc	wza // wzc // wzb	wza // wzc // wzb
kdsC-lptCAB	lptB // lptA // lptC // kdsC	lptB // lptA // lptC // kdsC
yacL	yacL	yacL
ppiD	ppiD	ppiD
puuAP	ymjE // puuP // puuA	ymjE // puuP // puuA
yoaF	yoaF	yoaF
yfcJ	yfcJ	yfcJ
fruBKA	fruA // fruK // fruB	fruA // fruK // fruB
yibA // rhsA	yibA // rhsA	yibA // rhsA
rpoH	rpoH	rpoH
emrE	emrE	emrE
yciG	yciG	yciG
insA1 // insB1 // insAB1	insA1 // insB1 // insAB1	insA1 // insB1 // insAB1
gltX	gltX	gltX
ychE	ychE	ychE
yjjK	ettA	ettA
yfbM	yfbM	yfbM
cysPUWAM	cysM // cysA // cysW // cysU // cysP	cysM // cysA // cysW // cysU // cysP
bcsEFG	bcsG // bcsF // bcsE	bcsG // bcsF // bcsE
uxuAB	uxuB // uxuA	uxuB // uxuA
crp	crp	crp
yeaY	yeaY	yeaY
uspB	uspB	uspB
cdh	cdh	cdh
ycgL	ycgL	ycgL
yjeH	yjeH	yjeH
yojI	yojI	yojI
fucPIKUR	fucP // fucI // fucK // fucU // fucR	fucP // fucI // fucK // fucU // fucR
yhiJ	yhiJ	yhiJ
tyrTV-tpr	tpr // tyrV // tyrT	tpr // tyrV // tyrT
gspCDEFGHIJKLMO	gspO // gspM // gspL // gspK // gspJ // gspI // gspH // gspG // gspF // gspE // gspD // gspC	gspO // gspM // gspL // gspK // gspJ // gspI // gspH // gspG // gspF // gspE // gspD // gspC
recF	recF	recF
ldcC	ldcC	ldcC
valS	valS	valS
pinE	pinE	pinE
yibT	yibT	yibT
nupX	nupX	nupX
asnA	asnA	asnA
asd	asd	asd
valUXY-lysV	valU // valX // valY // lysV	valU // valX // valY // lysV
rnd	rnd	rnd
amiA-hemF	hemF // amiA	hemF // amiA
astCADBE	astE // astB // astD // astA // astC	astE // astB // astD // astA // astC
cysG	cysG	cysG
ycfH // holB // tmk // mltG // pabC	ycfH // holB // tmk // mltG // pabC	ycfH // holB // tmk // mltG // pabC
yhbQ	yhbQ	yhbQ
yehS	yehS	yehS
aidB	aidB	aidB
kefG // kefB // yheV	kefG // kefB // yheV	kefG // kefB // yheV
ptsHI-crr	ptsH // ptsI // crr	ptsH // ptsI // crr
C0664	C0664	C0664
topA	topA	topA
plsB	plsB	plsB
yicR-rpmBG	rpmG // rpmB // yicR	rpmG // rpmB // yicR
ghrA	ghrA	ghrA
ybdL	ybdL	ybdL
yegTUV	yegV // yegU // yegT	yegV // yegU // yegT
cysK	cysK	cysK
yhcO	yhcO	yhcO
ppiA	ppiA	ppiA
hsdRMS	hsdS // hsdM // hsdR	hsdS // hsdM // hsdR
mfd	mfd	mfd
dsbC-recJ-prfB	prfB // recJ // dsbC	prfB // recJ // dsbC
ydiQRST-fadK	fadK // ydiT // ydiS // ydiR // ydiQ	fadK // ydiT // ydiS // ydiR // ydiQ
rlmI	rlmI	rlmI
yafS	yafS	yafS
yeeY	yeeY	yeeY
rhaSR	rhaS // rhaR	rhaS // rhaR
yhbE // obgE	yhbE // obgE	yhbE // obgE
clpA	clpA	clpA
yadMLKC	yadC // yadK // yadL // yadM	yadC // yadK // yadL // yadM
pspF	pspF	pspF
yjaB	yjaB	yjaB
ycaL	ycaL	ycaL
tdk	tdk	tdk
yeeL	yeeL	yeeL
nrdAB-yfaE	yfaE // nrdA // nrdB	yfaE // nrdA // nrdB
yhaL // yhaK	yhaL // yhaK	yhaL // yhaK
lrhA	lrhA	lrhA
ygbK	ygbK	ygbK
yhjH	pdeH	pdeH
gapA	gapA	gapA
rybB	rybB	rybB
sieB	sieB	sieB
yedL	yedL	yedL
glpD	glpD	glpD
ygjI	ygjI	ygjI
fimB	fimB	fimB
lfhA	lfhA	lfhA
pgk-fbaA	fbaA // pgk	fbaA // pgk
idnDOTR	idnR // idnT // idnO // idnD	idnR // idnT // idnO // idnD
ybiI	ybiI	ybiI
