# Generated by /Users/noravivancogonzalez/code/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_gupta_et_al_to_flat.py on Tue May 14 15:22:08 2024
"id"	"half_life (units.min)"
"UDPGLUCEPIM-MONOMER"	47.4
"UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO"	40.3
"UDPMANNACADEHYDROG-MONOMER"	41.4
"UDPNACETYLGLUCOSAMACYLTRANS-MONOMER"	80.5
"UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER"	45.3
"UDPNACETYLMURAMATEDEHYDROG-MONOMER"	41.6
"UGD-MONOMER"	30.7
"UGPB-MONOMER"	102.6
"UGPC-MONOMER"	39.1
"UHPA-MONOMER"	40.7
"UHPB-MONOMER"	46.1
"UHPC-MONOMER"	45.6
"UHPT-MONOMER"	58.7
"UMPKI-MONOMER"	66.2
"UPPSYN-MONOMER"	38.1
"URAA-MONOMER"	41.3
"URACIL-PRIBOSYLTRANS-MONOMER"	62.5
"UROGENDECARBOX-MONOMER"	44.7
"UROGENIIISYN-MONOMER"	78.6
"URPHOS-MONOMER"	67.4
"USHA-MONOMER"	39.4
"UUP-MONOMER"	42.1
"UXAC-MONOMER"	74.8
"VALINE-PYRUVATE-AMINOTRANSFER-MONOMER"	47.0
"VALS-MONOMER"	43.4
"XYLF-MONOMER"	43.7
"XYLISOM-MONOMER"	30.4
"XYLULOKIN-MONOMER"	42.3
"YADG-MONOMER"	43.7
"YADQ-MONOMER"	39.8
"YBAL-MONOMER"	89.5
"YBBL-MONOMER"	70.8
"YBBP-MONOMER"	42.3
"YBDE-MONOMER"	51.0
"YBHF-MONOMER"	38.9
"YBHR-MONOMER"	41.7
"YBHS-MONOMER"	32.0
"YCFU-MONOMER"	48.6
"YCFV-MONOMER"	46.0
"YCFW-MONOMER"	43.2
"YCGO-MONOMER"	59.5
"YCHM-MONOMER"	35.3
"YDCS-MONOMER"	88.8
"YDDA-MONOMER"	38.6
"YDDS-MONOMER"	44.4
"YDHE-MONOMER"	120.0
"YEEF-MONOMER"	29.6
"YEHX-MONOMER"	43.7
"YEJA-MONOMER"	79.8
"YEJE-MONOMER"	56.4
"YEJF-MONOMER"	41.8
"YFEP-MONOMER"	35.6
"YGIS-MONOMER"	40.3
"YGJU-MONOMER"	40.2
"YHBG-MONOMER"	49.6
"YHBN-MONOMER"	39.5
"YHES-MONOMER"	49.7
"YHFC-MONOMER"	40.6
"YHHJ-MONOMER"	37.6
"YHHO-MONOMER"	52.1
"YHIH-MONOMER"	64.5
"YHJE-MONOMER"	38.1
"YICJ-MONOMER"	40.7
"YICM-MONOMER"	87.3
"YIDC"	40.5
"YIHN-MONOMER"	67.4
"YJCE-MONOMER"	37.8
"YJCG-MONOMER"	33.0
"YJCQ-MONOMER"	16.4
"YJCX-MONOMER"	49.4
"YJFT-MONOMER"	84.4
"YJFU-MONOMER"	120.0
"YJJK-MONOMER"	45.1
"YLIA-MONOMER"	41.3
"YLIB-MONOMER"	44.1
"YLIC-MONOMER"	37.2
"YLID-MONOMER"	42.1
"YNEA-MONOMER"	49.0
"YOJI-MONOMER"	35.8
"YPHC-MONOMER"	45.6
"YRAO-MONOMER"	41.1
"YRBE-MONOMER"	43.4
"YRBF-MONOMER"	42.8
"YTFQ-MONOMER"	44.4
"ZNUA-MONOMER"	50.4
"ZNUC-MONOMER"	28.5
