"TUs"	"TU_Genes"	"Gene_Names"
TU701	EG10773 // EG10772 // EG10771	"proX" // "proW" // "proV"
TU0-14567	EG10435 // EG10436 // EG10437 // EG10438	"hflC" // "hflK" // "hflX" // "hfq"
TU0-42461	G6731	"azoR"
TU0-12900	G6206	"mhpT"
TU0-7622	G6284 // G6285 // G6286	"allE" // "allC" // "allD"
TU0-13293	G6792	"ydeQ"
TU0-8732	G7180	"yfbN"
TU0-13681	G7355	"ypjD"
TU00244	EG11617 // EG11618	"baeS" // "baeR"
TU0-14072	EG11855	"yiiF"
TU601	EG10890 // EG11119	"rpmF" // "yceD"
TU0-14545	G6789 // G6790	"ydeO" // "safA"
TU0-42342	EG11474 // EG11476 // EG11473	"ubiJ" // "ubiB" // "ubiE"
TU0-12882	G6169 // G6168 // G0-10525 // EG12161	"insF-1" // "insE-1" // "insEF-1" // "eaeH"
TU0-7321	G7254	"mntH"
TU0-13276	EG11760 // EG10010	"ydcD" // "rhsE"
TU0-8716	EG12861	"yecF"
TU0-13662	G7339 // G7338	"yphC" // "yphB"
TU00228	EG12631 // EG12629	"gntU" // "gntK"
TU0-14055	EG10334	"fre"
TU542	EG11073	"xthA"
TU0-14521	EG10524 // EG10526	"lacA" // "lacY"
TU0-4184	EG10316	"lpxD"
TU0-12866	EG12338 // EG12339 // G0-10433	"yagA" // "yagB" // "insX"
TU0-7061	EG11213	"yzfA"
TU0-13260	EG12865	"ydcH"
TU0-8699	G6701	"ydbK"
TU0-13646	G7313	"hda"
TU00211	EG10958	"soxS"
TU0-14039	EG11458 // EG11457 // G7800 // EG11486 // EG11456 // EG11455 // EG11454 // EG11453 // EG11452 // EG11451 // EG11295 // EG10840	"rffM" // "wzyE" // "rffT" // "wzxE" // "wecE" // "rffC" // "rffH" // "rffG" // "wecC" // "wecB" // "wzzE" // "rfe"
TU487	EG10467	"hupB"
TU0-14500	G6236	"yajO"
TU0-41711	EG11819	"purU"
TU0-12850	G6111	"yafL"
TU0-6884	EG10135	"carB"
TU0-13244	G6722	"ydbA_1"
TU0-8682	G6532	"dgcT"
TU0-13628	G7272	"intZ"
TU00195	EG10742	"pncB"
TU0-14021	EG10997	"mnmE"
TU4	G6708	"paaZ"
TU0-14475	EG10730 // EG11218 // EG11217	"creC" // "creB" // "creA"
TU0-3963	EG10295 // EG10298 // EG10296	"fepC" // "fepG" // "fepD"
TU0-12834	G372 // G6097	"yaeP" // "rof"
TU0-6654	EG10743	"pnp"
TU0-13228	EG12155 // G0-9081	"kilR" // "ydaE"
TU0-8663	G7864	"ytfB"
TU0-13611	G0-8906	"tpke70"
TU00179	EG11575 // EG11576 // EG11577 // EG11226 // EG11280	"leuD" // "leuC" // "leuB" // "leuA" // "leuL"
TU0-14006	EG11684	"yicH"
TU345	EG10061	"arcA"
TU0-14455	EG10542 // EG10159	"lon" // "clpX"
TU0-36433	EG11680 // G7665	"lptB" // "lptA"
TU0-12816	EG12322	"yadI"
TU0-6625	EG10960	"speB"
TU0-13211	G6646 // EG11822 // EG10036	"puuE" // "puuB" // "puuC"
TU0-8646	G6974	"yoaI"
TU0-13594	G7209 // G7208 // G7207 // G7206 // G7205 // G7204 // G7203	"yfcU" // "yfcT" // "yfcS" // "yfcR" // "yfcQ" // "yfcP" // "yfcO"
TU00163	EG10262 // EG10293	"entD" // "fepA"
TU0-13991	EG11763	"yibG"
TU243	EG10040	"ampC"
TU0-14421	G0-10598	"ohsC"
TU0-36412	EG11374 // EG10690	"folK" // "pcnB"
TU0-12799	EG11566	"yaaU"
TU0-6552	EG10550	"lysC"
TU0-13189	EG11121	"yciA"
TU0-8629	EG12600	"yjjX"
TU0-13578	G7182	"yfbP"
TU00147	EG11971	"nupC"
TU0-13974	EG12266	"yhjV"
TU103	EG10802	"putP"
TU0-14399	EG10206	"dapB"
TU0-3481	G7211	"sixA"
TU0-1222	EG12099	"efp"
TU0-6501	EG10187	"cysE"
TU0-13171	G6618	"ycgN"
TU0-8612	G7853	"yjfP"
TU0-13562	EG11668 // EG11667	"atoC" // "atoS"
TU00130	EG11054	"uhpT"
TU0-13955	EG12227	"yhiL"
TU00513	EG30094	"serU"
TU0-14376	EG11263 // G7701	"gspB" // "gspA"
TU0-3304	EG10506	"infC"
TU0-1182	EG30071 // EG30078 // EG30032 // EG30085	"rrfB" // "rrlB" // "gltT" // "rrsB"
TU0-6408	EG10700	"pfkB"
TU0-13155	G0-10556	"icdC"
TU0-8595	EG11697	"yidI"
TU0-13546	EG11646 // EG12033	"psuK" // "psuG"
TU00114	EG11672 // EG11669 // EG11670 // EG11671	"atoB" // "atoD" // "atoA" // "atoE"
TU0-13937	G7757	"yhhX"
TU00497	EG30020	"asnT"
TU0-14356	EG10004	"dfp"
TU0-3	EG10163 // EG10020	"cpxA" // "cpxR"
TU0-1004	G6940 // G6941 // G6942 // G6943 // G6944	"astE" // "astB" // "astD" // "astA" // "astC"
TU0-6021	EG11225 // EG10095	"dcuA" // "aspA"
TU0-13137	EG12444	"ycfJ"
TU0-8578	EG11315	"yhdH"
TU0-13527	EG12008	"mlrA"
TU00097	G0-10588 // EG11380 // EG11379 // EG10049	"appX" // "appC" // "appB" // "appA"
TU0-13920	EG12365	"prkB"
TU00481	EG10788 // EG10789 // EG10165	"ptsH" // "ptsI" // "crr"
TU0-14339	G6092	"ispU"
TU0-2504	EG11013	"topA"
TU-8423	EG12301	"rutR"
TU0-5661	EG10575 // EG10574	"mcrC" // "mcrB"
TU0-13121	G6542	"ycdZ"
TU0-8561	G6351	"ybeQ"
TU0-13511	G7134	"yegX"
TU00081	EG10500 // EG10499	"ilvI" // "ilvH"
TU0-13902	G7689	"tldD"
TU00465	EG10757	"ppiA"
TU0-14321	EG11285	"glrR"
TU0-2101	G6447 // EG10852 // EG11261 // EG12842	"ybjN" // "rimK" // "nfsA" // "ybjC"
TU-8394	EG12658 // G7575	"qseC" // "qseB"
TU0-5402	EG10565	"malZ"
TU0-13105	EG11113	"yccA"
TU0-8545	G6103	"yafV"
TU0-13493	EG12844 // G0-9121	"yefM" // "yoeB"
TU00065	EG10976	"ssb"
TU0-13886	EG10656	"sfsB"
TU00447	EG10156	"clpA"
TU0-14302	EG10380 // EG10377 // EG10379 // EG10381 // EG10378	"glgP" // "glgA" // "glgC" // "glgX" // "glgB"
TU0-1821	EG12367 // G6322 // G6321 // G6320	"cusA" // "cusB" // "cusF" // "cusC"
TU0-5082	G6867	"uidR"
TU0-13088	EG10519 // G6472	"kdsB" // "ycaR"
TU0-8529	G6238	"thiI"
TU0-13477	G7070	"yeeO"
TU00049	EG10670	"ompC"
TU0-13870	EG10992	"tdcR"
TU00430	EG11022	"trmA"
TU0-14278	EG11389 // EG11388 // EG10841	"fliT" // "fliS" // "fliD"
TU0-1582	EG10166	"cspA"
TU0-4907	EG10367	"gapA"
TU0-13072	G6449 // G6448	"rlmC" // "ybjO"
TU0-8511	G6882	"slyA"
TU0-13459	G7043	"yedM"
TU00033	EG10503	"ilvY"
TU0-13853	G36	"fadH"
TU00412	EG10309	"fimB"
TU0-14251	EG10125	"bolA"
TU0-14818	EG10282 // EG10703	"fbaA" // "pgk"
TU0-4702	EG10524 // EG10526 // EG10527	"lacA" // "lacY" // "lacZ"
TU0-13056	G6415	"mcbA"
TU0-8494	EG11809	"purT"
TU0-13442	EG12379 // EG12378	"yecE" // "yecD"
TU00017	EG10221 // EG10219 // EG10220 // EG10222	"deoC" // "deoA" // "deoB" // "deoD"
TU0-13835	EG12656	"mdaB"
TU00396	EG11017	"treA"
TU0-14234	G0-8912	"C0719"
TU0-14793	EG10014	"acrD"
TU0-4501	EG12335	"cdaR"
TU0-13039	G6394	"ybgS"
TU0-8477	EG10196	"cysS"
TU0-13426	G7005	"msrC"
TU00001	EG10023 // EG10022 // EG10026	"aceB" // "aceA" // "aceK"
TU0-13819	EG12882	"gss"
TU00380	EG10701	"pflB"
TU0-14218	G0-10475	"ytjA"
TU0-14765	EG12880 // G7354	"dgcN" // "yfiR"
TU0-14762	G6607 // G6606 // G6605 // G6604	"ymgC" // "ariR" // "ymgA" // "ycgZ"
TU0-42640	G7347 // G7348 // EG12341 // EG11897	"rseC" // "rseB" // "rseA" // "rpoE"
TU0-8365	EG12257 // EG12258 // EG12259 // EG12260	"bcsC" // "bcsZ" // "bcsB" // "bcsA"
TU0-13023	EG11776	"ybfF"
TU0-13407	G6983 // G6982	"yeaR" // "yoaG"
TU0-8862	EG11030	"trpS"
TU00360	EG10753 // EG10964	"potE" // "speF"
TU0-13801	EG11791 // EG11792 // G7520 // EG11245 // EG11162 // EG11161	"cmtB" // "cmtA" // "yggP" // "yggF" // "fumE" // "yggC"
TU0-14198	G7924	"hypT"
TU0-14730	EG11062	"uvrB"
TU0-42600	EG11747	"panD"
TU0-8345	EG10301 // EG10487 // EG10486 // EG10485 // EG10484	"fhlA" // "hypE" // "hypD" // "hypC" // "hypB"
TU0-13005	EG11594	"ybeF"
TU0-13390	G6956	"ynjI"
TU0-8836	G7548	"insH-9"
TU00342	G7347 // G7348 // EG12341 // EG11897	"rseC" // "rseB" // "rseA" // "rpoE"
TU0-13783	G7503 // G7502 // G7501	"ghxQ" // "guaD" // "xanQ"
TU0-14180	G7896	"yjgW"
TU0-14696	EG10863	"rph"
TU0-42577	EG11784	"grcA"
TU0-8327	G7593	"yqjH"
TU0-12989	G6326	"ybdK"
TU0-13373	EG10076 // EG11234 // G6917	"aroD" // "ydiB" // "ydiN"
TU0-8820	EG12717	"mug"
TU00324	EG10552 // EG10762	"lysS" // "prfB"
TU0-13766	G7476 // G7475	"ygeL" // "ygeK"
TU0-14164	G7873	"ytfL"
TU0-14675	G6897 // G6898 // G6899 // G6900 // G6901 // G6902	"ydhT" // "ydhU" // "ydhX" // "ydhW" // "ydhV" // "ydhY"
TU0-42551	G7961	"feaB"
TU0-12970	G0-10555	"ybcD"
TU0-8263	G0-9981	"dinQ"
TU0-13357	G6887	"ydhF"
TU0-8805	EG12181	"grxD"
TU0-13748	G7460	"ygdQ"
TU00309	EG10510 // EG12111	"rpoS" // "nlpD"
TU0-14147	EG12475	"yjeM"
TU0-14652	EG10510	"rpoS"
TU0-42526	G6984	"leuE"
TU0-12952	EG12623	"ybaL"
TU0-8161	EG11628	"artJ"
TU0-13340	G6853	"ynfL"
TU0-8782	EG10203	"dacC"
TU0-13731	G7439	"ygcU"
TU00291	EG11079 // EG10492 // EG10548 // EG11080 // EG11081	"ribF" // "ileS" // "lspA" // "fkpB" // "ispH"
TU0-14129	EG11955	"yjcS"
TU866	EG11734	"phoH"
TU0-14634	EG10097	"aspS"
TU0-42503	EG30100	"ssrA"
TU0-12934	EG13217	"ybaE"
TU0-8021	EG10014	"acrD"
TU0-13323	EG11129	"rem"
TU0-8762	G0-8882	"omrB"
TU0-13714	EG10418	"gshA"
TU00274	EG10841 // EG11388 // EG11389	"fliD" // "fliS" // "fliT"
TU0-14113	EG11076	"xylE"
TU790	G6851 // G6852	"ynfK" // "mlc"
TU0-14613	EG11256	"iraP"
TU0-42478	EG11575 // EG11576 // EG11577 // EG11226 // EG11280	"leuD" // "leuC" // "leuB" // "leuA" // "leuL"
TU0-12914	G6230	"yaiI"
TU0-7802	G6881	"slyB"
TU0-13306	G6813	"yneK"
TU0-8745	G7399	"alaE"
TU0-13696	G7374 // G7373	"ypjM_3" // "yfjU"
TU00257	EG11068 // EG10211	"vsr" // "dcm"
TU0-14090	EG11903	"yijF"
TU685	EG11519	"nikR"
TU0-14562	EG10435 // EG10436 // EG10437 // EG10438 // EG10595 // EG11281	"hflC" // "hflK" // "hflX" // "hfq" // "miaA" // "mutL"
TU0-42458	EG11447	"csrA"
TU0-12895	G6190	"yahK"
TU0-7601	G6275	"allA"
TU0-13290	EG11742 // EG11743	"yddA" // "yddB"
TU0-8729	EG12850	"yfaL"
TU0-13678	EG12446	"yfiL"
TU00241	EG10086 // EG10085	"ascF" // "ascB"
TU0-14069	EG11849 // EG11848	"yihW" // "yihV"
TU587	EG11821 // EG12191	"amtB" // "glnK"
TU0-14537	EG10222 // EG10220 // EG10219	"deoD" // "deoB" // "deoA"
TU0-4221	G7352	"bamD"
TU0-12879	G6164	"ecpA"
TU0-7281	G7697 // EG10077 // G7698 // G7699	"yrdB" // "aroE" // "tsaC" // "yrdD"
TU0-13273	G6761	"mcbR"
TU0-8713	G6976	"nimR"
TU0-13659	G7328	"yfhR"
TU00225	EG10993 // EG10512	"tdh" // "kbl"
TU0-14052	EG11481 // EG11479 // G7808 // G7806	"tatD" // "tatC" // "tatB" // "tatA"
TU525	G0-10641 // G8221 // EG10493 // EG10496 // EG10497 // EG10501 // EG10498 // EG11270	"ilvX" // "ilvG_1" // "ilvA" // "ilvD" // "ilvE" // "ilvM" // "ilvG_2" // "ilvL"
TU0-14518	EG12399	"dhaM"
TU0-4181	EG11424 // EG11189 // EG12210 // EG10838	"waaL" // "waaC" // "waaF" // "rfaD"
TU0-12863	G6133	"ykfC"
TU0-7042	EG10974	"srlR"
TU0-13257	G0-9611	"sokB"
TU0-8696	G6672	"smrA"
TU0-13642	G0-10463 // EG10208 // EG11147	"ypfN" // "dapE" // "yffB"
TU00208	EG11313	"rhaT"
TU0-14035	G7798 // G7797	"yifN" // "yifO"
TU483	EG10247 // EG10693 // EG10832 // EG10270 // EG10857	"acpS" // "pdxJ" // "recO" // "era" // "rnc"
TU0-14495	EG12314	"yacG"
TU0-41656	EG11820	"yceI"
TU0-12847	G6107	"yafJ"
TU0-6861	EG10499 // EG10500	"ilvH" // "ilvI"
TU0-13241	G6702	"hslJ"
TU0-8679	G6494	"sxy"
TU0-13625	G7265 // G7264 // G7263	"yfeW" // "murP" // "murQ"
TU00192	EG10408	"glyA"
TU0-14019	EG11195	"yidA"
TU365	EG10736	"phr"
TU0-14472	EG11128 // EG10809 // EG12691 // G6637	"yciH" // "pyrF" // "lapB" // "lapA"
TU0-3882	EG11612	"proP"
TU0-12831	EG12715	"dxr"
TU0-6651	EG10493	"ilvA"
TU0-13225	G6675	"ttcA"
TU0-8660	G7696	"yrdA"
TU0-13608	G7234	"yfdE"
TU00176	EG11415	"dps"
TU0-14003	EG11683	"yicG"
TU341	EG10743 // EG10914 // EG11177 // EG11178 // EG10505 // EG10665 // EG11179 // EG30061	"pnp" // "rpsO" // "truB" // "rbfA" // "infB" // "nusA" // "rimP" // "metY"
TU0-14451	G6456 // G6457	"hcr" // "hcp"
TU0-36430	EG11680 // G7665 // G7664 // G7663 // G7662 // EG12802	"lptB" // "lptA" // "lptC" // "kdsC" // "kdsD" // "yrbG"
TU0-12812	EG11546	"nadC"
TU0-6621	G6242	"ppiD"
TU0-13207	G6642	"ymjA"
TU0-8643	G6997	"yoaE"
TU0-13591	EG10327 // EG10218	"folC" // "dedD"
TU00160	EG10095	"aspA"
TU0-13988	EG11762	"yibF"
TU21	EG12854 // EG10684 // EG11008	"cpoB" // "pal" // "tolB"
TU0-14416	G7055	"hchA"
TU0-36404	EG11727 // EG11726	"cbrC" // "cbrB"
TU0-12795	G0-9581	"sokC"
TU0-6515	EG11058	"ung"
TU0-13184	G6632 // EG11611	"ychG_1" // "ychG_2"
TU0-8626	G7936	"yjiR"
TU0-13575	G7178	"yfbL"
TU00143	EG11421	"cynR"
TU0-13971	EG12256	"pdeK"
TU00527	EG10804	"pykF"
TU0-14395	EG11081 // EG11080 // EG10548 // EG10492	"ispH" // "fkpB" // "lspA" // "ileS"
TU0-3463	G7011	"pphA"
TU0-1196	EG10828 // EG10242	"recF" // "dnaN"
TU0-6484	G7837	"blc"
TU0-13168	G6613 // G0-10444	"ycgI" // "ymgH"
TU0-8609	EG11938	"pdeC"
TU0-13559	EG12069	"mqo"
TU00127	EG10252 // EG10253	"ebgA" // "ebgC"
TU0-13952	EG12224 // EG12223 // EG11767	"yhiI" // "rbbA" // "yhhJ"
TU00510	EG30097	"serX"
TU0-14373	EG11359 // EG12173 // G7711 // G7710 // G7709 // G7708 // G7707 // G7706 // G7705 // G7704 // G7703 // G7702	"gspO" // "gspM" // "gspL" // "gspK" // "gspJ" // "gspI" // "gspH" // "gspG" // "gspF" // "gspE" // "gspD" // "gspC"
TU0-3202	EG12697	"fldB"
TU0-1143	EG11784	"grcA"
TU0-6404	EG11337	"lysP"
TU0-13152	G6599 // EG11120	"stfE" // "tfaE"
TU0-8592	EG12289	"yiaU"
TU0-13542	EG12027	"yeiH"
TU00111	EG10066	"argD"
TU0-13934	G7752	"yzgL"
TU00494	EG30067	"proL"
TU0-14353	G7119	"ogrK"
TU0-2708	EG10588	"metJ"
TU0-1	EG11318 // EG11317 // EG10277 // EG11437 // EG10890	"fabG" // "fabD" // "fabH" // "plsX" // "rpmF"
TU0-5982	EG11050 // EG11048 // EG11049 // EG11046 // EG11047	"ugpQ" // "ugpC" // "ugpE" // "ugpA" // "ugpB"
TU0-13134	EG11118	"rluC"
TU0-8575	G7648	"yhbP"
TU0-13524	EG12004	"yehR"
TU00094	EG10790	"purA"
TU0-13917	EG11663	"slyD"
TU00478	EG11182	"yhfA"
TU0-14336	EG10370 // G0-9385	"ispG" // "sroE"
TU0-2501	EG11013	"topA"
TU-8419	EG11723 // EG11722	"yieF" // "yieE"
TU0-5581	G7533 // G7532	"mltC" // "yggX"
TU0-13118	G6536 // G6535	"ycdU" // "ymdE"
TU0-8558	EG12692	"hcxA"
TU0-13507	G7126 // G7125 // G0-10528	"insF-5" // "insE-5" // "insEF-5"
TU00078	EG10189 // EG10190 // EG10191	"cysH" // "cysI" // "cysJ"
TU0-13899	G7683	"yhcN"
TU00461	EG10049	"appA"
TU0-14317	EG11985 // EG11984 // EG11983	"wbbK" // "wbbJ" // "wbbI"
TU0-2042	EG10369	"gcd"
TU-8391	G7352	"bamD"
TU0-5321	G7212 // G7213	"fadJ" // "fadI"
TU0-13102	G6500	"hspQ"
TU0-8542	G0-10431	"yafF"
TU0-13490	EG11896	"plaP"
TU00062	EG10823	"recA"
TU0-13883	EG50011 // EG11553	"folP" // "glmM"
TU00444	EG11044 // EG10794 // EG10169	"ubiX" // "purF" // "cvpA"
TU0-14299	EG11078	"nhaR"
TU0-1802	EG12344	"pspF"
TU0-5061	EG10581	"metA"
TU0-13085	G6469	"ycaP"
TU0-8526	EG11600	"sseA"
TU0-13472	G7064	"yeeJ"
TU00046	EG10653 // EG10655 // EG10654 // EG10188	"nirB" // "nirD" // "nirC" // "cysG"
TU0-13867	G7618	"yhaI"
TU00427	EG10897	"rpoH"
TU0-14274	EG11605	"smg"
TU0-1548	G6623	"ycgR"
TU0-4904	G6966 // EG10367	"yeaD" // "gapA"
TU0-13069	G6443 // G6442	"ybjJ" // "ybjI"
TU0-8508	G0-8865	"ryeA"
TU0-13456	EG11662	"yedK"
TU00030	EG10391 // EG10392 // EG10393	"glpA" // "glpB" // "glpC"
TU0-13850	EG10254	"ebgR"
TU00409	EG10309	"fimB"
TU0-14246	G6335	"ybdR"
TU0-14814	EG10703	"pgk"
TU0-4681	EG12152	"idnK"
TU0-13052	EG12422	"ybiJ"
TU0-8491	EG12230	"pitA"
TU0-13439	EG12860	"yebK"
TU00014	EG10155	"cirA"
TU0-13832	G7572 // G7571	"mqsR" // "mqsA"
TU00393	EG11554	"stpA"
TU0-14231	EG11360	"bax"
TU0-14787	EG11866	"rhaD"
TU0-4462	G7445 // G7446 // G7447	"gudD" // "gudX" // "gudP"
TU0-13036	G6392	"lysQ"
TU0-8474	EG10914	"rpsO"
TU0-13422	G7000 // EG12204	"yobF" // "cspC"
TU0-963	EG12440	"mpl"
TU0-13816	G7549	"yghQ"
TU00377	EG10701 // EG11258	"pflB" // "focA"
TU0-14215	G7950	"rsmC"
TU0-14211	G7944	"lgoR"
TU0-14751	G6346 // G6345	"dpiA" // "dpiB"
TU0-42630	G0-10699	"sdsN"
TU0-8361	EG11374 // EG10690	"folK" // "pcnB"
TU0-13018	G6364	"miaB"
TU0-13404	G6977	"nimT"
TU0-8849	EG12712	"luxS"
TU00357	EG10946 // EG10073	"serC" // "aroA"
TU0-13798	G7518	"ygfI"
TU0-14194	G7916	"yjhP"
TU0-14717	G0-8886	"sibC"
TU0-42595	EG10586	"metG"
TU0-8341	EG12356	"rtcR"
TU0-13002	G6348 // EG12208	"ybeM_2" // "ybeM_1"
TU0-13386	EG10663	"nadE"
TU0-8833	G7769	"insH-11"
TU00338	EG50002 // EG50001	"rpmA" // "rplU"
TU0-13780	G7496	"mocA"
TU0-14177	G7890	"yjgR"
TU0-14692	EG10734	"pstS"
TU0-42572	G0-16600	"ralA"
TU0-12985	G6323	"ybdG"
TU0-13370	G0-8863	"rprA"
TU0-8817	EG10657	"nlpA"
TU00321	EG10752 // EG10751 // EG10750 // EG10749	"potD" // "potC" // "potB" // "potA"
TU0-13763	G7472	"ygeH"
TU0-14161	G7868	"qorB"
TU0-14672	EG10599	"groL"
TU0-42547	G6706	"feaR"
TU0-12967	G6292 // G6291	"sfmD" // "sfmC"
TU0-8245	EG11136	"yebB"
TU0-13354	EG11488	"mliC"
TU0-8800	G6428	"fsaA"
TU0-13745	EG12081 // EG11156 // EG11155 // EG11154 // EG10825	"ppdA" // "ppdB" // "ygdB" // "ppdC" // "recC"
TU00306	EG10644 // EG10645 // EG10647 // EG10648	"narV" // "narW" // "narY" // "narZ"
TU0-14143	G7836	"epmB"
TU0-14649	EG10510	"rpoS"
TU0-42519	EG11479 // G7808 // G7806	"tatC" // "tatB" // "tatA"
TU0-12947	EG10051	"apt"
TU0-8148	G6764	"ansP"
TU0-13336	G6844	"ynfD"
TU0-8779	EG12205	"cspF"
TU0-13728	G7434 // G7433 // G7432	"ygcP" // "ygcO" // "ygcN"
TU00287	EG11881 // EG11676	"hslU" // "hslV"
TU0-14126	EG10405	"gltP"
TU862	EG12030	"rihB"
TU0-14631	EG10804	"pykF"
TU0-42498	EG11266	"waaH"
TU0-12931	G6243	"ybaV"
TU0-7962	G6628	"dhaR"
TU0-13320	G6824	"ynfN"
TU0-8759	G7688	"aaeR"
TU0-13711	G7400	"ygaM"
TU00270	G0-10437 // EG10299 // EG10264 // EG10297	"ybdZ" // "fes" // "entF" // "fepE"
TU0-14108	EG11922	"yjbD"
TU787	EG11738	"rsd"
TU0-14610	G6127	"yafZ"
TU0-42474	G7067	"shiA"
TU0-12911	G6225	"yaiU"
TU0-7781	G7667	"yrbL"
TU0-13303	G6810 // G6809	"glsB" // "yneG"
TU0-8742	EG11786	"yfiF"
TU0-13693	G7364	"yfjM"
TU00254	EG10012 // EG11405	"cydC" // "cydD"
TU0-14087	EG10763	"priA"
TU681	EG10456	"hmp"
TU0-14558	EG12845 // G7425 // G7426 // G7427	"cas2" // "cas1" // "casE" // "casD"
TU0-42455	EG12298 // EG12297 // EG12296	"yibQ" // "envC" // "gpmM"
TU0-12892	G6186 // G6185 // G6184 // G6183	"yahG" // "yahF" // "yahE" // "yahD"
TU0-7541	EG11610 // EG11609	"evgS" // "evgA"
TU0-13287	EG10948	"maeA"
TU0-8726	EG12026	"yeiG"
TU0-13674	EG10522	"kgtP"
TU00238	EG11135 // EG10045	"pncA" // "ansA"
TU0-14066	EG11843	"yihQ"
TU583	EG11620	"rnb"
TU0-14533	EG30070 // EG30077	"rrfA" // "rrlA"
TU0-4204	G6093	"bamA"
TU0-12876	G6157 // G6156 // G6155 // G6154	"paoA" // "paoB" // "paoC" // "paoD"
TU0-7202	G7336 // G7335 // G7334 // M015 // M009	"hcaD" // "hcaB" // "hcaC" // "hcaF" // "hcaE"
TU0-13270	G6757	"ydcY"
TU0-8709	G6894	"ydhQ"
TU0-13656	EG12310	"pepB"
TU00222	EG10674 // EG10675 // EG10676 // EG10677 // EG10678	"oppA" // "oppB" // "oppC" // "oppD" // "oppF"
TU0-14049	EG11470 // EG10739	"yigL" // "pldB"
TU522	EG10572 // EG11249 // EG10571	"mazG" // "mazF" // "mazE"
TU0-14514	G6548	"csgC"
TU0-41801	EG11644	"ydeI"
TU0-12860	G6128 // G6127	"ykfA" // "yafZ"
TU0-7001	EG10369	"gcd"
TU0-13254	EG11219	"ydcA"
TU0-8692	EG12868	"yciN"
TU0-13639	EG12410	"nudK"
TU00205	EG10420 // EG10421	"guaA" // "guaB"
TU0-14032	EG11541	"kup"
TU461	EG11408 // EG11407	"dadX" // "dadA"
TU0-14492	EG11418	"dcd"
TU0-41585	EG11007 // EG11011 // EG11010 // EG11110	"tolA" // "tolR" // "tolQ" // "ybgC"
TU0-12844	G6101	"yafT"
TU0-6822	EG10167	"cstA"
TU0-13238	G6698	"ynaE"
TU0-8676	EG12166	"elyC"
TU0-13622	EG10003	"cysZ"
TU00189	EG10651	"nfo"
TU0-14016	EG11710 // EG11709 // EG11708 // G0-10564	"glvC" // "glvB" // "glvG" // "ysdC"
TU361	EG10900 // EG11265	"rpsA" // "cmk"
TU0-14469	EG12845	"cas2"
TU0-3741	EG10590 // EG10582	"metL" // "metB"
TU0-12826	EG12337	"yaeI"
TU0-6648	EG10243	"dnaQ"
TU0-13221	EG11246	"uspE"
TU0-8657	G7563	"yqhC"
TU0-13605	G7232 // G7231 // G7230	"yfdT" // "yfdS" // "yfdR"
TU00173	EG11517 // EG10398 // EG10396	"glpX" // "glpK" // "glpF"
TU0-14000	EG11188	"htrL"
TU302	EG12423 // G6219 // G6218 // G6217	"tauD" // "tauC" // "tauB" // "tauA"
TU0-14445	EG10265 // EG10347 // EG10339 // EG10342 // EG10214 // EG10619 // EG10623 // EG10344 // EG10620 // EG10604 // EG10622 // EG10621 // EG10341 // EG11086	"lpxC" // "ftsZ" // "ftsA" // "ftsQ" // "ddlB" // "murC" // "murG" // "ftsW" // "murD" // "mraY" // "murF" // "murE" // "ftsI" // "ftsL"
TU0-36425	G6600	"iraM"
TU0-1281	G0-10580 // EG10359	"uof" // "fur"
TU0-6581	EG12766 // G7633 // G7632 // G7631	"agaA" // "agaW" // "agaV" // "kbaZ"
TU0-13204	EG11528	"fabI"
TU0-8640	G6931	"yniB"
TU0-13588	G7194	"yfcG"
TU00157	EG11227 // EG11228 // EG11229	"fdnG" // "fdnH" // "fdnI"
TU0-13985	EG12277	"ysaA"
TU164	EG11963 // EG11962 // EG11961	"lldD" // "lldR" // "lldP"
TU0-14413	EG10258	"eno"
TU0-36399	EG10384 // EG11285	"glnB" // "glrR"
TU0-12792	G6082	"yaaW"
TU0-6512	EG10895 // EG10894 // EG10873 // EG10871 // EG10864 // EG10872	"rpoC" // "rpoB" // "rplL" // "rplJ" // "rplA" // "rplK"
TU0-13181	G0-9609	"rttR"
TU0-8623	G7918	"yjhR"
TU0-13572	G7174	"elaA"
TU00140	EG10423	"gyrA"
TU0-13967	EG12248	"yhjD"
TU00523	EG10543	"lpd"
TU0-14392	G0-10592	"rydC"
TU0-3424	G7840 // EG10775	"mscM" // "psd"
TU0-1193	EG10828 // EG10242	"recF" // "dnaN"
TU0-6481	EG10032	"adk"
TU0-13165	G6609	"ycgH_1"
TU0-8606	EG11203	"yihA"
TU0-13556	EG12045	"radD"
TU00124	EG10961	"speC"
TU0-13949	EG11520	"yhhH"
TU00507	EG30031 // EG30029 // EG30059 // EG30030 // EG30028 // EG30052 // EG30058	"glnX" // "glnV" // "metU" // "glnW" // "glnU" // "leuW" // "metT"
TU0-14370	EG30023	"aspT"
TU0-3161	EG10174 // EG10173	"cydB" // "cydA"
TU0-1123	EG11598 // EG11597 // EG11666 // EG11596 // EG11595	"moaE" // "moaD" // "moaC" // "moaB" // "moaA"
TU0-6363	G6402	"ybhK"
TU0-13149	G6588	"ymfJ"
TU0-8589	EG12273	"yiaF"
TU0-13538	EG11289 // G7145	"preA" // "preT"
TU00108	EG10576	"mdh"
TU0-13931	EG11578	"greB"
TU00491	EG30014	"argU"
TU0-14350	G6560	"yceM"
